participantId,experimentId,nasaTLX_mentalDemand,nasaTLX_physicalDemand,nasaTLX_temporalDemand,nasaTLX_effort,nasaTLX_frustration,selfEfficacy_performance,selfEfficacy_overallGoal,selfEfficacy_authorsReasoning,selfEfficacy_connectingIdeas,selfEfficacy_ownIdeas,selfEfficacy_alternativePerspectives,selfEfficacy_verifyCredibility,selfEfficacy_questionClaims,selfEfficacy_broaderImplications,llmUsefulness_overall,llmUsefulness_conceptHelp,llmUsefulness_findingsHelp,llmUsefulness_practicalHelp,llmUsefulness_timeSaving,llmTrust_competence,llmTrust_accuracy,llmTrust_benevolence,llmTrust_reliability,llmTrust_comfortActing,llmTrust_comfortUsing,attentionCheck_focus,attentionCheck_stronglyDisagreeCheck,demographics_age,demographics_gender,demographics_education,demographics_englishProficiency,demographics_workingSituation,demographics_workHoursPerWeek,demographics_yearsInOrganization,demographics_yearsInJob,demographics_jobTitle,demographics_industry,demographics_ethnicity,aiUsage_frequency,aiUsage_toolsUsed,aiUsage_purposes,studyFeedback,surveyCompletedAt
69417dc7901519e2a9fb47a9,ljem8kmG3T6tEAvHjp6z,5,1,2,4,1,6,7,6,6,6,5,4,6,7,5,5,5,5,5,5,5,4,5,3,5,5,1,44,female,master,native,full-time,140,3,3,Senior Manager,Manufacturing,asian,very-often,We are only allowed to use Copilot on our work laptops,"Writing assistance, Research/Information gathering, Brainstorming/Ideation, Summarization",This was a really interesting research article - I have worked in Corporate America for years and the suggestions you make on meetings are very valid!,2025-12-21T14:12:38.050Z
6942d12e93e20e19d2db3d33,SJdrosRtMQopXnAP45ya,3,1,1,7,1,5,7,7,7,7,5,1,5,7,7,7,7,7,7,7,7,7,3,1,3,5,1,34,female,master,native,full-time,40,1,1,Case Manager,Healthcare,white,sometimes,ChatGPT,"Writing assistance, Research/Information gathering, Brainstorming/Ideation, Summarization",,2025-12-21T17:57:24.089Z
69438d3b4d5b93c9428698fc,JYDRJJZw4WrXh6vArdzT,5,5,2,4,2,5,5,5,5,5,6,5,6,6,5,6,7,7,7,7,7,7,7,7,7,5,1,29,male,associate,native,full-time,60,5,3,Technician,Utilities,white,often,chatgpt,"Research/Information gathering, Writing assistance",,2025-12-21T19:16:06.573Z
6943e48fc43c953025c04e37,jOEnCNt6tSr6hs6aDrmV,5,1,1,7,1,7,7,7,7,4,4,1,2,3,1,4,4,4,4,4,4,1,4,2,1,5,1,35,female,high-school,native,full-time,40,8,8,Machine Lead Operator,Manufacturing ,white,never,chatGPT,,,2025-12-21T15:23:26.267Z
694431339a077d45591b4e21,cFMu8VQzrjVRczEI1AAE,2,1,1,3,1,7,7,7,7,4,1,4,6,7,7,7,7,7,7,7,7,4,6,7,7,5,1,42,female,master,native,full-time,40,13,13,Research Assistant,Education,white,often,"ChatGPT, NotebookLM","Writing assistance, Brainstorming/Ideation, Summarization","20 minutes was too long for the reading time. I read the article, utilized all the ai tools available, and then just started chatting silly things with the ai to spend the rest of the time like asking it for jokes. I think 10 minutes would have been sufficient, or 15 minutes max.",2025-12-20T23:14:10.876Z
6944bbd7ad3276bb1858ede4,AyLOp2ODV5x4FePqZTHC,6,1,1,7,2,6,6,6,7,7,6,3,5,6,,,,,,,,,,,,5,1,26,female,doctorate,native,full-time,45,1,1,Physical Therapist,Healthcare,"asian, white",often,"Gemini, AI research","Brainstorming/Ideation, Research/Information gathering, Summarization",,2025-12-22T00:27:49.240Z
694555b4beadda60a5901ec0,rjW7eqqZYDMen6bQAysY,6,1,6,6,3,4,5,6,6,5,6,6,5,7,,,,,,,,,,,,4,5,29,male,bachelor,native,full-time,40,2,2,Data Analyst,Marketing and Advertising,black,rarely,,Coding assistance,,2025-12-19T19:05:13.292Z
6945d3294c8cf5eefa76293a,vKRUqjLDIc2Ko35I79BS,2,1,1,1,1,7,7,7,7,4,5,7,7,5,1,1,1,1,1,1,6,6,4,2,2,5,1,26,female,bachelor,native,full-time,40,1.5,3.5,Researcher,Healthcare,"white, hispanic",often,ChatGPT,"Writing assistance, Coding assistance, Research/Information gathering",,2025-12-21T17:20:11.444Z
6945f1dfce339124a8978f18,lYTroD6T6pRDE24psFlC,6,2,1,6,6,6,6,6,5,3,4,1,2,3,1,4,4,1,1,1,4,4,5,2,2,4,5,49,female,master,native,full-time,36,22,20.5,teacher,education,white,rarely,"chat gpt, gemini","Writing assistance, Research/Information gathering",,2025-12-21T00:27:57.662Z
65b8b2bf8b3905b0efcb0fd3,qkIhuXZUZ1BhWPjhoECv,4,7,4,6,2,7,6,7,4,2,7,4,6,6,6,7,3,6,5,1,6,6,7,2,4,4,1,49,male,doctorate,native,full-time,38,11,11,auditor,finance,white,rarely,ChatGPT,"Research/Information gathering, Brainstorming/Ideation",,2025-12-19T14:32:53.426Z
